shopname,price,star,type,longitude,latitude
喜茶(杭州湖滨银泰in77E区店),￥24,40,茶饮果汁,120.1593236,30.25323704
炉鱼(金沙印象城店),￥67,45,烤鱼,120.3317522,30.31111123
龙井壹号·山野食记,￥114,40,浙菜,120.1063548,30.22341865
Cycle&Cycle(益乐路店),￥36,40,面包烘焙,120.2516367,30.24334802
新白鹿(萧山银隆店),￥69,45,浙菜,120.2640947,30.17433384
蜜桃(丝联店),￥105,45,西餐,120.1373072,30.31400384
龙凤坡火锅(古墩路店),￥88,45,四川火锅,120.0957683,30.27525516
上下若,￥490,45,私房菜,120.1572472,30.28016779
ALAMB八角杯咖啡with杭式简餐(三台云舍店),￥36,40,咖啡厅,120.128715,30.22898253
鸟语花香·高空景观餐厅(杭州大厦店),￥230,50,粤菜馆,120.1568686,30.27416967
欢牛蛋糕屋(萧山万象汇店),￥32,40,面包烘焙,120.2643198,30.18473428
CHOCMONS巧克怪兽(屏风街店),￥39,40,面包烘焙,120.1637735,30.26944296
一席地·本地鸡窝(奥莱金街店),￥63,45,本地鸡窝火锅,120.0652258,30.14755216
沈贵珍·全牛馆(孩儿巷店),￥32,40,面馆,120.1603125,30.26469991
杭锅儿筒骨火锅·深夜火锅·鲜切牛肉(三花国际店),￥78,40,砂锅,120.2194807,30.29715663
么么哒串串(信义坊步行街店),￥81,40,串串香,120.1377038,30.29614956
地锅即递(石镜街1店),￥45,50,农家菜,119.720673,30.22916325
名人浅草屋(新华路店),￥84,45,日本料理,120.1715603,30.26263819
牛很鲜潮汕牛肉火锅(朝晖路店),￥103,40,潮汕牛肉火锅,120.1634186,30.27909837
鲁员外地锅鸡地锅鱼(高银街店),￥67,45,农家菜,120.1631829,30.24291404
成屿烘焙·一家每周更新菜单的面包店,￥34,40,面包烘焙,120.157872,30.26865303
未田·私宴·绍兴菜(茂宸金座店),￥148,40,粤菜馆,120.1909328,30.27789153
老蔡凉都黄牛肉火锅馆(拱墅万达金街店),￥69,50,牛羊肉火锅,120.1176901,30.33367729
新发现(来福士店),￥74,40,浙菜,120.2091273,30.25142568
狐狸爱上椰子鸡(滨江星光大道店),￥103,40,椰子鸡火锅,120.2038886,30.21081549
胖哥俩肉蟹煲(杭州大厦中央广场店),￥84,40,肉蟹煲,120.1592777,30.27363117
西溪庄园,￥398,45,创意菜,120.0652766,30.27842448
港丽餐厅(杭大店),￥112,40,粤菜馆,120.1551924,30.27684035
