shopname,star,place,type,longitude,latitude
麒麟街,0,,,120.1612834,30.26529767
城市阳台,0,,,120.2100699,30.24581828
西湖码头,0,,,120.1573436,30.25484725
广福寺西,0,,,119.7240162,29.95972638
九溪烟村,0,,,120.1050861,30.22238905
禾淑庄园,0,,,119.9573934,30.23606083
远古子遗生物展区,0,,,120.4864902,30.26515613
亚运会,0,,,120.224583,30.2306578
凌云天桥,0,,,119.5281419,29.93030838
悬崖高空栈道,0,,,119.3596813,29.78061099
剪波桥,0,,,120.2136997,30.1346706
苏堤站,0,,,120.1343667,30.24295142
良渚文化艺术中心,0,,,120.0275312,30.36745496
西冷印社,0,,,120.1541274,30.2638746
珊湖礁生物生态展区,0,,,120.2226682,30.42096708
地心科考队,0,,,119.5322976,29.93298771
热带雨林生态展区,0,,,120.0391486,29.96726423
整个景区,0,,,120.0968665,30.23939529
凤起路地铁站,0,,,120.1582112,30.26612189
飞天魔毯,0,,,120.0755507,30.13454381
清河坊历史文化特色街区,0,,,120.1652512,30.24218597
涌金公园,0,,,120.1556361,30.24835663
长空秋千,0,,,120.1291395,30.30640504
三岔路,0,,,120.4081883,30.21688366
天路飞车,0,,,120.2945787,30.44288647
太子湾北门,0,,,120.1380533,30.22997389
梅花碑站,0,,,120.1719069,30.24405234
哈喽女孩西湖旅拍,0,,,120.1293636,30.22844542
浴鵠湾,0,,,120.1314907,30.22834733
奇幻海洋厅,0,,,120.2228872,30.14451225
玉皇山景区,0,,,120.1491125,30.22042885
环碧湖舍,0,,,120.1254233,30.25389754
最美转角,0,,,120.1970752,30.06940319
杭州江和美海洋公园,0,,,120.2229871,30.27100136
杭州桐庐赤洲岭悬崖乐园,0,,,119.5577099,29.8926417
西湖周边,0,,,120.1470172,30.26090127
音乐喷泉,0,,,120.1560817,30.25608683
白蛇飞渡桥,0,,,120.154458,30.23178568
湖滨码头,0,,,120.1536654,30.2588412
良渚古城,0,,,119.9865477,30.39309237
花港公园,0,,,120.1354543,30.23300974
水上游乐,0,,,119.76811,30.22974328
玉泉鱼跃,0,,,120.1159964,30.25697123
长桥溪水修复生态公园,0,,,120.1498358,30.23002252
龙井路与灵隐路,0,,,120.1177704,30.2495235
凌空飘越,0,,,119.5281419,29.93030838
楼外楼,0,,,120.1362156,30.25253844
育英实验学校,0,,,120.2999872,30.18850119
苏堤路口,0,,,120.1400214,30.23091393
玉泉景点,0,,,120.1159964,30.25697123
湖山广场停车场,0,,,120.2174739,30.13905848
小河历史直街,0,,,120.1313836,30.30952172
海鲜市场,0,,,120.1955844,30.32407177
文二西路口,0,,,119.9920769,30.26802114
赵公堤,0,,,120.1193516,30.24984805
黄龙体育中心地铁站,0,,,120.1251543,30.27048078
紫来洞,0,,,120.1425765,30.21700393
最高处秋千,0,,,120.2410781,30.16094971
西湖二公园码头,0,,,120.1573436,30.25484725
中国刀剪剑博物馆,0,,,120.1329417,30.3184378
鹿苑,0,,,119.9339116,30.03713886
石卷工房,0,,,120.0951763,30.26818877
天使之翼,0,,,119.5296912,29.92953234
水上巴士坝子桥站,0,,,120.1738501,30.27499934
锦府园,0,,,120.2084849,30.25127689
歇脚咖啡,0,,,119.5279923,29.93115798
植物园青芝坞门,0,,,120.1135516,30.2596989
苏堤望山桥,0,,,120.1346966,30.24160201
裸眼,0,,,120.2066236,30.26405242
福星观,0,,,120.1402181,30.21678712
港南村游客集散中心,0,,,120.0211126,30.41199475
苏东坡纪念馆,0,,,120.1393095,30.23125578
垂云通天河,0,,,119.5282906,29.92808383
长桥溪水生态修复公园,0,,,120.148831,30.22850485
苏提,0,,,120.1343667,30.24295142
延安路,0,,,120.1591107,30.26756142
